"job_id","STC","rack_address","port_x_m","port_y_m","port_z_m","kind","arrival_s","dispatch_s","complete_s","wait_s","lead_s","cycle","measurement_window","seed","port_route","fem_case"
"STC1/in-44","1","STC01-A-017-09-D1","0","0","-1.2","in","3653.0572191319825","3655.950160756479","3690.8263270604084","2.892941624496416","37.76910792842591","in","true","20260909","BASE","1"
"STC1/out-44","1","STC01-A-021-03-D2","0","0","-1.2","out","3692.0447277636936","3692.0447277636936","3746.920894067623","0","54.876166303929494","out","true","20260909","BASE","1"
"STC1/in-45","1","STC01-A-018-05-D2","0","0","-1.2","in","3738.579417749175","3746.920894067623","3785.2970603715526","8.341476318448258","46.71764262237775","in","true","20260909","BASE","1"
"STC1/out-45","1","STC01-A-027-10-D1","0","0","-1.2","out","3776.300157755614","3785.2970603715526","3836.8398933421486","8.99690261593878","60.53973558653479","out","true","20260909","BASE","1"
"STC1/in-46","1","STC01-B-023-04-D1","0","0","-1.2","in","3816.315041152494","3836.8398933421486","3873.216059646078","20.524852189654666","56.90101849358416","in","true","20260909","BASE","1"
"STC1/out-46","1","STC01-B-018-01-D2","0","0","-1.2","out","3866.637562802062","3873.216059646078","3920.6557143357845","6.578496844016172","54.01815153372263","out","true","20260909","BASE","1"
"STC1/in-47","1","STC01-B-002-06-D2","0","0","-1.2","in","3897.614413306915","3920.6557143357845","3954.8652139730475","23.041301028869384","57.25080066613236","in","true","20260909","BASE","1"
"STC1/out-47","1","STC01-A-011-04-D1","0","0","-1.2","out","3952.5740108319696","3954.8652139730475","3995.241380276977","2.291203141077858","42.66736944500735","out","true","20260909","BASE","1"
"STC1/in-48","1","STC01-B-017-01-D2","0","0","-1.2","in","3988.677577253963","3995.241380276977","4032.95087991424","6.563803023013861","44.27330266027684","in","true","20260909","BASE","1"
"STC1/out-48","1","STC01-B-026-08-D2","0","0","-1.2","out","4041.9165852971914","4041.9165852971914","4102.126084934454","0","60.20949963726298","out","true","20260909","BASE","1"
"STC1/in-49","1","STC01-A-025-08-D2","0","0","-1.2","in","4072.6497604378633","4102.126084934454","4145.16891790505","29.476324496591133","72.51915746718669","in","true","20260909","BASE","1"
"STC1/out-49","1","STC01-A-017-07-D1","0","0","-1.2","out","4127.641867617412","4145.16891790505","4188.87713541516","17.527050287638303","61.23526779774875","out","true","20260909","BASE","1"
"STC1/in-50","1","STC01-A-007-03-D2","0","0","-1.2","in","4164.087628960343","4188.87713541516","4219.850514063008","24.789506454817456","55.76288510266477","in","true","20260909","BASE","1"
"STC1/out-50","1","STC01-A-017-07-D2","0","0","-1.2","out","4208.74422158913","4219.850514063008","4270.226680366937","11.106292473878057","61.48245877780755","out","true","20260909","BASE","1"
