"job_id","from","to","quantity","arrival_s","dispatch_s","complete_s","wait_s","lead_s","measurement_window","seed"
"J000044","P2","D2","1","1112.0927400747314","1112.1000000000001","1234.3000000000002","0.0072599252687268745","122.20725992526877","true","20260911"
"J000046","P1","D1","1","1195.0569145195186","1195.1000000000001","1304.2","0.04308548048152261","109.14308548048143","true","20260911"
"J000049","P2","D1","1","1281.8390800338238","1281.9","1337.4","0.06091996617624318","55.56091996617624","true","20260911"
"J000047","P1","D2","1","1200.3016184736043","1200.4","1373.5","0.09838152639576947","173.19838152639568","true","20260911"
"J000048","P2","D2","1","1207.7999699581414","1207.8","1384.6000000000001","0.00003004185850841168","176.8000300418587","true","20260911"
"J000051","P2","D2","1","1299.5151503244415","1299.6000000000001","1395.7","0.08484967555864387","96.18484967555855","true","20260911"
"J000050","P1","D1","1","1294.8209695285186","1294.9","1436","0.0790304714814738","141.17903047148138","true","20260911"
"J000053","P2","D1","1","1384.5456325775012","1384.6000000000001","1460.7","0.05436742249889903","76.15436742249881","true","20260911"
"J000054","P1","D1","1","1393.5648449975997","1393.6000000000001","1480.5","0.03515500240041547","86.93515500240028","true","20260911"
"J000055","P1","D2","1","1396.351414276287","1396.4","1516.9","0.0485857237131313","120.54858572371313","true","20260911"
"J000056","P2","D2","1","1402.1948654577136","1402.2","1529.1000000000001","0.005134542286441501","126.90513454228653","true","20260911"
"J000052","P1","D2","1","1303.0500732036307","1303.1000000000001","1540.1000000000001","0.04992679636939101","237.0499267963694","true","20260911"
"J000057","P2","D1","1","1475.3446751600131","1475.4","1559.3000000000002","0.0553248399869517","83.95532483998704","true","20260911"
"J000059","P1","D1","1","1491.280270065181","1491.3000000000002","1607.7","0.01972993481922458","116.41972993481909","true","20260911"
"J000058","P1","D2","1","1489.7927064448595","1489.8000000000002","1612.2","0.007293555140677199","122.40729355514054","true","20260911"
"J000061","P2","D1","1","1568.4415389969945","1568.5","1632.2","0.05846100300550461","63.75846100300555","true","20260911"
"J000060","P2","D2","1","1497.2299886494875","1497.3000000000002","1672.1000000000001","0.07001135051268648","174.87001135051264","true","20260911"
"J000064","P2","D2","1","1600.4405976040289","1600.5","1683.8000000000002","0.059402395971119404","83.3594023959713","true","20260911"
"J000062","P1","D1","1","1594.9318520072848","1595","1686.5","0.06814799271523952","91.56814799271524","true","20260911"
"J000065","P2","D1","1","1660.211337050423","1660.3000000000002","1715.3000000000002","0.08866294957715581","55.088662949577156","true","20260911"
"J000063","P1","D2","1","1598.4551589982584","1598.5","1763.8000000000002","0.044841001741588116","165.34484100174177","true","20260911"
"J000066","P1","D1","1","1686.944689322263","1687","1764","0.055310677736997604","77.055310677737","true","20260911"
"J000067","P2","D2","1","1693.6240572016686","1693.7","1779.8000000000002","0.07594279833142537","86.17594279833156","true","20260911"
"J000068","P1","D2","1","1694.5951643586159","1694.6000000000001","1803.4","0.00483564138426118","108.80483564138422","true","20260911"
"J000069","P2","D1","1","1766.5546170948073","1766.6000000000001","1838.6000000000001","0.04538290519280963","72.04538290519281","true","20260911"
"J000070","P1","D1","1","1778.6812923895195","1778.7","1870.8000000000002","0.01870761048053282","92.11870761048067","true","20260911"
"J000071","P2","D2","1","1792.2674421966076","1792.3000000000002","1874.9","0.03255780339259218","82.6325578033925","true","20260911"
"J000072","P1","D2","1","1799.4675081968307","1799.5","1911.1000000000001","0.03249180316925049","111.63249180316939","true","20260911"
"J000073","P2","D1","1","1869.0625472320244","1869.1000000000001","1961.9","0.0374527679757648","92.83745276797572","true","20260911"
